key,expected,actual,ok,source
table_24[join Table 1].EquiBind (raw).near_poses,103,103,True,"The poses and valid-% columns must equal Table 1's produced-pose and PoseBusters-% columns, and the near-native counts must equal Table 1's near-native pose counts. Both joins are asserted, because they are what makes this table a decomposition of that one rather than a separate measurement."
table_24[join Table 1].EquiBind + smina.poses,9090,9090,True,"The poses and valid-% columns must equal Table 1's produced-pose and PoseBusters-% columns, and the near-native counts must equal Table 1's near-native pose counts. Both joins are asserted, because they are what makes this table a decomposition of that one rather than a separate measurement."
table_24[join Table 1].EquiBind + smina.valid_pct,51.3,51.3,True,"The poses and valid-% columns must equal Table 1's produced-pose and PoseBusters-% columns, and the near-native counts must equal Table 1's near-native pose counts. Both joins are asserted, because they are what makes this table a decomposition of that one rather than a separate measurement."
table_24[join Table 1].EquiBind + smina.near_poses,453,453,True,"The poses and valid-% columns must equal Table 1's produced-pose and PoseBusters-% columns, and the near-native counts must equal Table 1's near-native pose counts. Both joins are asserted, because they are what makes this table a decomposition of that one rather than a separate measurement."
table_24[join Table 1].EquiBind + gnina.poses,9088,9088,True,"The poses and valid-% columns must equal Table 1's produced-pose and PoseBusters-% columns, and the near-native counts must equal Table 1's near-native pose counts. Both joins are asserted, because they are what makes this table a decomposition of that one rather than a separate measurement."
table_24[join Table 1].EquiBind + gnina.valid_pct,62.0,62.0,True,"The poses and valid-% columns must equal Table 1's produced-pose and PoseBusters-% columns, and the near-native counts must equal Table 1's near-native pose counts. Both joins are asserted, because they are what makes this table a decomposition of that one rather than a separate measurement."
table_24[join Table 1].EquiBind + gnina.near_poses,498,498,True,"The poses and valid-% columns must equal Table 1's produced-pose and PoseBusters-% columns, and the near-native counts must equal Table 1's near-native pose counts. Both joins are asserted, because they are what makes this table a decomposition of that one rather than a separate measurement."
table_25[AutoDock Vina + gnina].gained,88,88,True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[AutoDock Vina + gnina].stay_invalid,2,2,True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[AutoDock Vina + gnina].rescued,1,1,True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[AutoDock Vina + gnina].net,87,87,True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[AutoDock Vina + gnina].V1 within V15,'subset holds','holds',True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[AutoDock Vina + gnina].N1 within N15,'subset holds','holds',True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[AutoDock Vina + gnina].V15 within N15,'subset holds','holds',True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[AutoDock Vina + gnina].V1 within N1,'subset holds','holds',True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[DiffDock + smina].gained,63,63,True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[DiffDock + smina].stay_invalid,1,1,True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[DiffDock + smina].rescued,2,2,True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[DiffDock + smina].net,64,64,True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[DiffDock + smina].V1 within V15,'subset holds','holds',True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[DiffDock + smina].N1 within N15,'subset holds','holds',True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[DiffDock + smina].V15 within N15,'subset holds','holds',True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[DiffDock + smina].V1 within N1,'subset holds','holds',True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[EquiBind + gnina].gained,26,26,True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[EquiBind + gnina].stay_invalid,2,2,True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[EquiBind + gnina].rescued,1,1,True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[EquiBind + gnina].net,25,25,True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[EquiBind + gnina].V1 within V15,'subset holds','holds',True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[EquiBind + gnina].N1 within N15,'subset holds','holds',True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[EquiBind + gnina].V15 within N15,'subset holds','holds',True,"body_appendix_short.tex, tab:results-depth-gain"
table_25[EquiBind + gnina].V1 within N1,'subset holds','holds',True,"body_appendix_short.tex, tab:results-depth-gain"
table_26[RMSD/AutoDock Vina + gnina].d1.t0.25,0.0,0.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d1.t0.5,5.9,5.9,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d1.t0.75,13.5,13.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d1.t1,22.1,22.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d1.t1.25,27.1,27.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d1.t1.5,30.4,30.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d1.t1.75,32.7,32.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d1.t2,36.6,36.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d1.t2.25,37.0,37.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d1.t2.5,38.9,38.9,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d15.t0.25,0.0,0.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d15.t0.5,11.2,11.2,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d15.t0.75,20.1,20.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d15.t1,34.7,34.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d15.t1.25,45.5,45.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d15.t1.5,52.1,52.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d15.t1.75,59.4,59.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d15.t2,65.3,65.3,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d15.t2.25,67.0,67.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d15.t2.5,69.6,69.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d30.t0.25,0.0,0.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d30.t0.5,11.2,11.2,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d30.t0.75,20.1,20.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d30.t1,34.7,34.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d30.t1.25,45.9,45.9,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d30.t1.5,52.8,52.8,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d30.t1.75,60.1,60.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d30.t2,65.7,65.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d30.t2.25,67.7,67.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/AutoDock Vina + gnina].d30.t2.5,70.6,70.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d1.t0.25,0.3,0.3,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d1.t0.5,4.0,4.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d1.t0.75,10.9,10.9,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d1.t1,15.5,15.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d1.t1.25,21.5,21.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d1.t1.5,26.1,26.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d1.t1.75,31.4,31.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d1.t2,34.0,34.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d1.t2.25,35.3,35.3,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d1.t2.5,37.6,37.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d15.t0.25,1.0,1.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d15.t0.5,9.6,9.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d15.t0.75,20.5,20.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d15.t1,30.0,30.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d15.t1.25,40.6,40.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d15.t1.5,46.5,46.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d15.t1.75,51.8,51.8,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d15.t2,55.1,55.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d15.t2.25,58.1,58.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d15.t2.5,60.1,60.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d30.t0.25,1.0,1.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d30.t0.5,10.9,10.9,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d30.t0.75,21.8,21.8,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d30.t1,31.7,31.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d30.t1.25,41.6,41.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d30.t1.5,48.2,48.2,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d30.t1.75,53.1,53.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d30.t2,55.8,55.8,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d30.t2.25,59.4,59.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/DiffDock + smina].d30.t2.5,61.7,61.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d1.t0.25,0.0,0.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d1.t0.5,1.3,1.3,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d1.t0.75,4.0,4.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d1.t1,6.9,6.9,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d1.t1.25,9.6,9.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d1.t1.5,12.5,12.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d1.t1.75,15.5,15.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d1.t2,18.2,18.2,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d1.t2.25,19.5,19.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d1.t2.5,20.5,20.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d15.t0.25,0.3,0.3,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d15.t0.5,3.0,3.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d15.t0.75,6.3,6.3,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d15.t1,10.2,10.2,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d15.t1.25,14.2,14.2,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d15.t1.5,17.8,17.8,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d15.t1.75,22.1,22.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d15.t2,26.4,26.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d15.t2.25,27.7,27.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d15.t2.5,29.4,29.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d30.t0.25,0.3,0.3,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d30.t0.5,3.0,3.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d30.t0.75,6.6,6.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d30.t1,10.6,10.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d30.t1.25,14.2,14.2,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d30.t1.5,17.8,17.8,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d30.t1.75,22.4,22.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d30.t2,26.4,26.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d30.t2.25,27.7,27.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[RMSD/EquiBind + gnina].d30.t2.5,29.4,29.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d1.t0.25,10.2,10.2,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d1.t0.5,25.7,25.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d1.t0.75,41.6,41.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d1.t1,52.5,52.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d1.t1.25,61.1,61.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d1.t1.5,66.7,66.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d1.t1.75,74.6,74.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d1.t2,78.9,78.9,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d1.t2.25,81.5,81.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d1.t2.5,84.8,84.8,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d15.t0.25,17.8,17.8,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d15.t0.5,35.3,35.3,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d15.t0.75,55.8,55.8,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d15.t1,71.9,71.9,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d15.t1.25,81.2,81.2,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d15.t1.5,87.1,87.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d15.t1.75,91.4,91.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d15.t2,93.4,93.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d15.t2.25,96.0,96.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d15.t2.5,97.4,97.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d30.t0.25,18.8,18.8,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d30.t0.5,37.0,37.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d30.t0.75,58.7,58.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d30.t1,74.3,74.3,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d30.t1.25,82.8,82.8,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d30.t1.5,88.4,88.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d30.t1.75,92.7,92.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d30.t2,95.4,95.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d30.t2.25,97.7,97.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/AutoDock Vina + gnina].d30.t2.5,97.7,97.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d1.t0.25,11.9,11.9,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d1.t0.5,25.1,25.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d1.t0.75,38.6,38.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d1.t1,52.1,52.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d1.t1.25,61.7,61.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d1.t1.5,70.0,70.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d1.t1.75,76.2,76.2,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d1.t2,82.5,82.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d1.t2.25,85.8,85.8,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d1.t2.5,88.1,88.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d15.t0.25,21.1,21.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d15.t0.5,39.3,39.3,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d15.t0.75,57.4,57.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d15.t1,72.3,72.3,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d15.t1.25,80.2,80.2,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d15.t1.5,87.8,87.8,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d15.t1.75,94.1,94.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d15.t2,95.7,95.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d15.t2.25,96.0,96.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d15.t2.5,96.4,96.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d30.t0.25,22.4,22.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d30.t0.5,42.6,42.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d30.t0.75,60.4,60.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d30.t1,74.6,74.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d30.t1.25,84.5,84.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d30.t1.5,92.7,92.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d30.t1.75,96.0,96.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d30.t2,97.0,97.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d30.t2.25,97.7,97.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/DiffDock + smina].d30.t2.5,98.0,98.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d1.t0.25,5.6,5.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d1.t0.5,15.5,15.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d1.t0.75,21.8,21.8,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d1.t1,33.3,33.3,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d1.t1.25,42.9,42.9,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d1.t1.5,48.5,48.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d1.t1.75,53.1,53.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d1.t2,61.4,61.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d1.t2.25,66.3,66.3,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d1.t2.5,71.0,71.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d15.t0.25,15.2,15.2,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d15.t0.5,27.7,27.7,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d15.t0.75,40.3,40.3,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d15.t1,51.2,51.2,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d15.t1.25,62.0,62.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d15.t1.5,71.0,71.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d15.t1.75,75.9,75.9,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d15.t2,79.9,79.9,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d15.t2.25,82.5,82.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d15.t2.5,85.1,85.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d30.t0.25,17.2,17.2,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d30.t0.5,31.0,31.0,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d30.t0.75,43.9,43.9,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d30.t1,54.1,54.1,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d30.t1.25,64.4,64.4,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d30.t1.5,72.6,72.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d30.t1.75,77.6,77.6,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d30.t2,81.8,81.8,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d30.t2.25,83.5,83.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[Kabsch RMSD/EquiBind + gnina].d30.t2.5,85.5,85.5,True,"body_appendix_short.tex, tab:results-near-native-form"
table_26[join Table 2].AutoDock.d1,111,111,True,"The 2 A in-place column must equal Table 2's counts over 303 at the two shared depths. Asserted, because it is the one place the two tables can drift apart without either looking wrong on its own."
table_26[join Table 2].AutoDock.d15,198,198,True,"The 2 A in-place column must equal Table 2's counts over 303 at the two shared depths. Asserted, because it is the one place the two tables can drift apart without either looking wrong on its own."
table_26[join Table 2].DiffDock.d1,103,103,True,"The 2 A in-place column must equal Table 2's counts over 303 at the two shared depths. Asserted, because it is the one place the two tables can drift apart without either looking wrong on its own."
table_26[join Table 2].DiffDock.d15,167,167,True,"The 2 A in-place column must equal Table 2's counts over 303 at the two shared depths. Asserted, because it is the one place the two tables can drift apart without either looking wrong on its own."
